,event_date,event_id,event_name,section_name,row_name,ticket_type,add_datetime,sale_price,acct_id,channel,sale_type,seat_num
5462,6/7/2021,64626,20PNR2VB,120,7,Individual,13:02.4,134.43,32134213,Eventellect,Archtics,7
5463,6/7/2021,64626,20PNR2VB,121,8,Individual,13:02.7,134.43,11814115,Eventellect,Archtics,3
5464,6/7/2021,64626,20PNR2VB,120,6,Individual,13:03.1,134.43,32134213,Eventellect,Archtics,5
5465,6/7/2021,64626,20PNR2VB,112,5,Individual,13:03.4,134.43,32134213,Eventellect,Archtics,8
5466,6/7/2021,64626,20PNR2VB,117,7,Individual,13:03.7,134.43,32134213,Eventellect,Archtics,7
5467,6/7/2021,64626,20PNR2VB,117,6,Individual,13:04.0,134.43,32134213,Eventellect,Archtics,15
5468,6/7/2021,64626,20PNR2VB,102,8,Individual,13:04.3,134.43,11814115,Eventellect,Archtics,13
5469,6/7/2021,64626,20PNR2VB,120,6,Individual,13:04.7,134.43,32134213,Eventellect,Archtics,11
5470,6/7/2021,64626,20PNR2VB,117,6,Individual,13:05.0,134.43,32134213,Eventellect,Archtics,6
5471,6/7/2021,64626,20PNR2VB,112,9,Individual,13:05.3,134.43,11814115,Eventellect,Archtics,11
5472,6/7/2021,64626,20PNR2VB,112,9,Individual,13:05.6,134.43,11814115,Eventellect,Archtics,13
5473,6/7/2021,64626,20PNR2VB,112,9,Individual,13:05.9,134.43,11814115,Eventellect,Archtics,18
5474,6/7/2021,64626,20PNR2VB,112,9,Individual,13:06.3,134.43,11814115,Eventellect,Archtics,20
5475,6/7/2021,64626,20PNR2VB,120,9,Individual,13:06.6,134.43,11814115,Eventellect,Archtics,7
5476,6/7/2021,64626,20PNR2VB,120,9,Individual,13:06.9,134.43,11814115,Eventellect,Archtics,11
5478,6/7/2021,64626,20PNR2VB,121,7,Individual,13:07.6,134.43,32134213,Eventellect,Archtics,5
5479,6/7/2021,64626,20PNR2VB,120,9,Individual,13:07.9,134.43,11814115,Eventellect,Archtics,16
5480,6/7/2021,64626,20PNR2VB,104,9,Individual,13:08.2,134.43,11814115,Eventellect,Archtics,17
5481,6/7/2021,64626,20PNR2VB,120,9,Individual,13:08.5,134.43,11814115,Eventellect,Archtics,21
5482,6/7/2021,64626,20PNR2VB,104,9,Individual,13:08.9,134.43,11814115,Eventellect,Archtics,15
5483,6/7/2021,64626,20PNR2VB,121,9,Individual,13:09.2,134.43,11814115,Eventellect,Archtics,15
5485,6/7/2021,64626,20PNR2VB,117,8,Individual,13:09.8,134.43,11814115,Eventellect,Archtics,2
5486,6/7/2021,64626,20PNR2VB,112,8,Individual,13:10.3,134.43,11814115,Eventellect,Archtics,13
5487,6/7/2021,64626,20PNR2VB,117,8,Individual,13:10.6,134.43,11814115,Eventellect,Archtics,11
5488,6/7/2021,64626,20PNR2VB,112,7,Individual,13:11.0,134.43,32134213,Eventellect,Archtics,18
5490,6/7/2021,64626,20PNR2VB,118,9,Individual,13:11.7,134.43,11814115,Eventellect,Archtics,5
5491,6/7/2021,64626,20PNR2VB,118,9,Individual,13:12.0,134.43,11814115,Eventellect,Archtics,7
5492,6/7/2021,64626,20PNR2VB,118,9,Individual,13:12.3,134.43,11814115,Eventellect,Archtics,9
5493,6/7/2021,64626,20PNR2VB,121,8,Individual,13:12.7,134.43,11814115,Eventellect,Archtics,6
5494,6/7/2021,64626,20PNR2VB,121,8,Individual,13:13.0,134.43,11814115,Eventellect,Archtics,1
5497,6/7/2021,64626,20PNR2VB,120,8,Individual,13:14.0,134.43,11814115,Eventellect,Archtics,16
5498,6/7/2021,64626,20PNR2VB,112,8,Individual,13:14.4,134.43,11814115,Eventellect,Archtics,9
5499,6/7/2021,64626,20PNR2VB,120,8,Individual,13:14.7,134.43,11814115,Eventellect,Archtics,19
5500,6/7/2021,64626,20PNR2VB,121,8,Individual,13:15.0,134.43,11814115,Eventellect,Archtics,11
5501,6/7/2021,64626,20PNR2VB,112,8,Individual,13:15.4,134.43,11814115,Eventellect,Archtics,1
5502,6/7/2021,64626,20PNR2VB,121,8,Individual,13:15.7,134.43,11814115,Eventellect,Archtics,14
5503,6/7/2021,64626,20PNR2VB,111,8,Individual,13:16.0,134.43,11814115,Eventellect,Archtics,3
5504,6/7/2021,64626,20PNR2VB,111,8,Individual,13:16.4,134.43,11814115,Eventellect,Archtics,5
5505,6/7/2021,64626,20PNR2VB,111,8,Individual,13:16.7,134.43,11814115,Eventellect,Archtics,7
5506,6/7/2021,64626,20PNR2VB,117,9,Individual,13:17.0,134.43,11814115,Eventellect,Archtics,11
5507,6/7/2021,64626,20PNR2VB,111,8,Individual,13:17.4,134.43,11814115,Eventellect,Archtics,9
5509,6/7/2021,64626,20PNR2VB,229,3,Individual,15:32.4,134.43,11814115,Eventellect,Archtics,13
5510,6/7/2021,64626,20PNR2VB,229,3,Individual,15:32.7,134.43,11814115,Eventellect,Archtics,15
5511,6/7/2021,64626,20PNR2VB,229,3,Individual,15:33.0,134.43,11814115,Eventellect,Archtics,17
5512,6/7/2021,64626,20PNR2VB,213,4,Individual,15:33.4,134.43,11814115,Eventellect,Archtics,1
5513,6/7/2021,64626,20PNR2VB,213,4,Individual,15:33.7,134.43,11814115,Eventellect,Archtics,11
5514,6/7/2021,64626,20PNR2VB,213,4,Individual,15:34.0,134.43,11814115,Eventellect,Archtics,15
5515,6/7/2021,64626,20PNR2VB,213,4,Individual,15:34.4,134.43,11814115,Eventellect,Archtics,17
5516,6/7/2021,64626,20PNR2VB,203,4,Individual,15:34.7,134.43,11814115,Eventellect,Archtics,2
5517,6/7/2021,64626,20PNR2VB,203,4,Individual,15:35.0,134.43,11814115,Eventellect,Archtics,6
5518,6/7/2021,64626,20PNR2VB,203,4,Individual,15:35.3,134.43,11814115,Eventellect,Archtics,11
5519,6/7/2021,64626,20PNR2VB,203,4,Individual,15:35.7,134.43,11814115,Eventellect,Archtics,15
5520,6/7/2021,64626,20PNR2VB,203,4,Individual,15:36.0,134.43,11814115,Eventellect,Archtics,17
5522,6/7/2021,64626,20PNR2VB,229,4,Individual,15:36.6,134.43,11814115,Eventellect,Archtics,2
5523,6/7/2021,64626,20PNR2VB,229,4,Individual,15:37.0,134.43,11814115,Eventellect,Archtics,6
5524,6/7/2021,64626,20PNR2VB,229,4,Individual,15:37.3,134.43,11814115,Eventellect,Archtics,8
5525,6/7/2021,64626,20PNR2VB,229,4,Individual,15:37.6,134.43,11814115,Eventellect,Archtics,11
5526,6/7/2021,64626,20PNR2VB,229,4,Individual,15:37.9,134.43,11814115,Eventellect,Archtics,13
5527,6/7/2021,64626,20PNR2VB,229,4,Individual,15:38.2,134.43,11814115,Eventellect,Archtics,15
5529,6/7/2021,64626,20PNR2VB,219,4,Individual,15:38.8,134.43,11814115,Eventellect,Archtics,1
5530,6/7/2021,64626,20PNR2VB,219,4,Individual,15:39.2,134.43,11814115,Eventellect,Archtics,5
5531,6/7/2021,64626,20PNR2VB,219,4,Individual,15:39.6,134.43,11814115,Eventellect,Archtics,13
5532,6/7/2021,64626,20PNR2VB,219,3,Individual,15:39.9,134.43,11814115,Eventellect,Archtics,3
5533,6/7/2021,64626,20PNR2VB,219,3,Individual,15:40.3,134.43,11814115,Eventellect,Archtics,15
5534,6/7/2021,64626,20PNR2VB,228,4,Individual,15:40.6,134.43,11814115,Eventellect,Archtics,6
5535,6/7/2021,64626,20PNR2VB,228,4,Individual,15:41.0,134.43,11814115,Eventellect,Archtics,9
5536,6/7/2021,64626,20PNR2VB,228,4,Individual,15:41.3,134.43,11814115,Eventellect,Archtics,18
5537,6/7/2021,64626,20PNR2VB,220,3,Individual,15:41.7,134.43,32134221,Eventellect,Archtics,5
5538,6/7/2021,64626,20PNR2VB,209,16,Individual,15:41.9,134.43,11814115,Eventellect,Archtics,2
5539,6/7/2021,64626,20PNR2VB,209,16,Individual,15:42.3,134.43,11814115,Eventellect,Archtics,4
5541,6/7/2021,64626,20PNR2VB,209,16,Individual,15:42.9,134.43,11814115,Eventellect,Archtics,7
5542,6/7/2021,64626,20PNR2VB,209,16,Individual,15:43.2,134.43,11814115,Eventellect,Archtics,11
5543,6/7/2021,64626,20PNR2VB,209,16,Individual,15:43.5,134.43,11814115,Eventellect,Archtics,13
5544,6/7/2021,64626,20PNR2VB,209,16,Individual,15:43.9,134.43,11814115,Eventellect,Archtics,15
5545,6/7/2021,64626,20PNR2VB,209,16,Individual,15:44.2,134.43,11814115,Eventellect,Archtics,17
5547,6/7/2021,64626,20PNR2VB,207,13,Individual,15:44.9,134.43,32134106,Eventellect,Archtics,23
5548,6/7/2021,64626,20PNR2VB,204,2,Individual,15:45.2,134.43,32134106,Eventellect,Archtics,10
5549,6/7/2021,64626,20PNR2VB,204,2,Individual,15:45.5,134.43,32134106,Eventellect,Archtics,12
5550,6/7/2021,64626,20PNR2VB,210,8,Individual,15:45.8,134.43,32134106,Eventellect,Archtics,1
5552,6/7/2021,64626,20PNR2VB,202,1,Individual,15:46.4,134.43,32134106,Eventellect,Archtics,5
5554,6/7/2021,64626,20PNR2VB,210,8,Individual,15:47.0,134.43,32134221,Eventellect,Archtics,15
5555,6/7/2021,64626,20PNR2VB,209,14,Individual,15:47.3,134.43,32134106,Eventellect,Archtics,22
5556,6/7/2021,64626,20PNR2VB,223,15,Individual,15:47.7,134.43,32134106,Eventellect,Archtics,18
5557,6/7/2021,64626,20PNR2VB,209,14,Individual,15:48.0,134.43,32134106,Eventellect,Archtics,2
5558,6/7/2021,64626,20PNR2VB,209,14,Individual,15:48.2,134.43,32134106,Eventellect,Archtics,5
5559,6/7/2021,64626,20PNR2VB,213,2,Individual,15:48.6,134.43,32134106,Eventellect,Archtics,3
5560,6/7/2021,64626,20PNR2VB,207,14,Individual,15:48.9,134.43,32134106,Eventellect,Archtics,17
5561,6/7/2021,64626,20PNR2VB,228,2,Individual,15:49.2,134.43,32134106,Eventellect,Archtics,4
5562,6/7/2021,64626,20PNR2VB,207,14,Individual,15:49.5,134.43,32134106,Eventellect,Archtics,22
5564,6/7/2021,64626,20PNR2VB,213,2,Individual,15:50.1,134.43,32134106,Eventellect,Archtics,5
5565,6/7/2021,64626,20PNR2VB,207,14,Individual,15:50.5,134.43,32134106,Eventellect,Archtics,1
5566,6/7/2021,64626,20PNR2VB,207,14,Individual,15:50.8,134.43,32134106,Eventellect,Archtics,11
5567,6/7/2021,64626,20PNR2VB,213,2,Individual,15:51.1,134.43,32134106,Eventellect,Archtics,13
5568,6/7/2021,64626,20PNR2VB,213,2,Individual,15:51.4,134.43,32134106,Eventellect,Archtics,11
5569,6/7/2021,64626,20PNR2VB,219,2,Individual,15:51.7,134.43,32134106,Eventellect,Archtics,13
5571,6/7/2021,64626,20PNR2VB,228,2,Individual,15:52.4,134.43,32134106,Eventellect,Archtics,22
5574,6/7/2021,64626,20PNR2VB,226,5,Individual,15:53.3,134.43,32134106,Eventellect,Archtics,4
5576,6/7/2021,64626,20PNR2VB,226,5,Individual,15:53.9,134.43,32134106,Eventellect,Archtics,13
5577,6/7/2021,64626,20PNR2VB,226,5,Individual,15:54.3,134.43,32134106,Eventellect,Archtics,8
5578,6/7/2021,64626,20PNR2VB,210,8,Individual,15:54.6,134.43,32134221,Eventellect,Archtics,21
5579,6/7/2021,64626,20PNR2VB,228,3,Individual,15:54.9,134.43,11814115,Eventellect,Archtics,4
5581,6/7/2021,64626,20PNR2VB,202,1,Individual,15:55.5,134.43,32134106,Eventellect,Archtics,9
5583,6/7/2021,64626,20PNR2VB,210,8,Individual,15:56.2,134.43,32134106,Eventellect,Archtics,3
5584,6/7/2021,64626,20PNR2VB,210,8,Individual,15:56.5,134.43,32134106,Eventellect,Archtics,25
5587,6/7/2021,64626,20PNR2VB,220,3,Individual,15:57.4,134.43,32134221,Eventellect,Archtics,15
5588,6/7/2021,64626,20PNR2VB,220,2,Individual,15:57.8,134.43,32134106,Eventellect,Archtics,23
5589,6/7/2021,64626,20PNR2VB,220,2,Individual,15:58.1,134.43,32134106,Eventellect,Archtics,4
5590,6/7/2021,64626,20PNR2VB,222,8,Individual,15:58.4,134.43,32134106,Eventellect,Archtics,14
5591,6/7/2021,64626,20PNR2VB,222,8,Individual,15:58.7,134.43,32134106,Eventellect,Archtics,22
5592,6/7/2021,64626,20PNR2VB,228,3,Individual,15:59.0,134.43,11814115,Eventellect,Archtics,22
5593,6/7/2021,64626,20PNR2VB,222,8,Individual,15:59.3,134.43,32134106,Eventellect,Archtics,6
5594,6/7/2021,64626,20PNR2VB,223,15,Individual,15:59.6,134.43,32134106,Eventellect,Archtics,20
5595,6/7/2021,64626,20PNR2VB,223,15,Individual,16:00.0,134.43,32134106,Eventellect,Archtics,6
5596,6/7/2021,64626,20PNR2VB,229,2,Individual,16:00.5,134.43,32134106,Eventellect,Archtics,4
5597,6/7/2021,64626,20PNR2VB,203,3,Individual,16:00.9,134.43,11814115,Eventellect,Archtics,19
5598,6/7/2021,64626,20PNR2VB,207,14,Individual,16:02.8,134.43,32134106,Eventellect,Archtics,25
5599,6/7/2021,64626,20PNR2VB,213,2,Individual,16:03.1,134.43,32134106,Eventellect,Archtics,19
5600,6/7/2021,64626,20PNR2VB,226,6,Individual,16:03.4,134.43,32134106,Eventellect,Archtics,19
5602,6/7/2021,64626,20PNR2VB,209,15,Individual,16:04.1,134.43,11814115,Eventellect,Archtics,23
5603,6/7/2021,64626,20PNR2VB,226,5,Individual,16:04.4,134.43,32134106,Eventellect,Archtics,19
5604,6/7/2021,64626,20PNR2VB,219,2,Individual,16:04.7,134.43,32134106,Eventellect,Archtics,15
5605,6/7/2021,64626,20PNR2VB,231,1,Individual,16:05.3,134.43,32134106,Eventellect,Archtics,23
5606,6/7/2021,64626,20PNR2VB,209,13,Individual,16:05.6,134.43,32134106,Eventellect,Archtics,25
5607,6/7/2021,64626,20PNR2VB,209,16,Individual,16:05.9,134.43,11814115,Eventellect,Archtics,23
5608,6/7/2021,64626,20PNR2VB,201,1,Individual,16:06.3,134.43,32134106,Eventellect,Archtics,24
5609,6/7/2021,64626,20PNR2VB,203,2,Individual,16:06.6,134.43,32134106,Eventellect,Archtics,19
5610,6/7/2021,64626,20PNR2VB,207,13,Individual,16:06.9,134.43,32134106,Eventellect,Archtics,25
5612,6/7/2021,64626,20PNR2VB,219,3,Individual,16:07.5,134.43,11814115,Eventellect,Archtics,19
5613,6/7/2021,64626,20PNR2VB,219,4,Individual,16:07.9,134.43,11814115,Eventellect,Archtics,19
5614,6/7/2021,64626,20PNR2VB,207,13,Individual,16:08.2,134.43,32134106,Eventellect,Archtics,5
5615,6/7/2021,64626,20PNR2VB,229,4,Individual,16:08.5,134.43,11814115,Eventellect,Archtics,19
5616,6/7/2021,64626,20PNR2VB,207,13,Individual,16:08.9,134.43,32134106,Eventellect,Archtics,19
5617,6/7/2021,64626,20PNR2VB,222,8,Individual,16:09.2,134.43,32134106,Eventellect,Archtics,4
5618,6/7/2021,64626,20PNR2VB,209,14,Individual,16:09.5,134.43,32134106,Eventellect,Archtics,20
5619,6/7/2021,64626,20PNR2VB,203,4,Individual,16:09.8,134.43,11814115,Eventellect,Archtics,19
5620,6/7/2021,64626,20PNR2VB,213,4,Individual,16:10.2,134.43,11814115,Eventellect,Archtics,19
5621,6/7/2021,64626,20PNR2VB,204,2,Individual,16:10.6,134.43,32134106,Eventellect,Archtics,15
5622,6/7/2021,64626,20PNR2VB,204,2,Individual,16:11.0,134.43,32134106,Eventellect,Archtics,8
5623,6/7/2021,64626,20PNR2VB,229,3,Individual,16:11.3,134.43,11814115,Eventellect,Archtics,19
5624,6/7/2021,64626,20PNR2VB,207,14,Individual,16:11.6,134.43,32134106,Eventellect,Archtics,19
5625,6/7/2021,64626,20PNR2VB,207,14,Individual,16:12.0,134.43,32134106,Eventellect,Archtics,9
5626,6/7/2021,64626,20PNR2VB,207,14,Individual,16:12.3,134.43,32134106,Eventellect,Archtics,4
5627,6/7/2021,64626,20PNR2VB,213,3,Individual,16:12.6,134.43,11814115,Eventellect,Archtics,19
5628,6/7/2021,64626,20PNR2VB,226,8,Individual,16:13.0,134.43,11814115,Eventellect,Archtics,25
5629,6/7/2021,64626,20PNR2VB,226,6,Individual,16:13.3,134.43,32134106,Eventellect,Archtics,11
5632,6/7/2021,64626,20PNR2VB,228,2,Individual,16:14.4,134.43,32134106,Eventellect,Archtics,12
5633,6/7/2021,64626,20PNR2VB,226,5,Individual,16:14.7,134.43,32134106,Eventellect,Archtics,6
5634,6/7/2021,64626,20PNR2VB,219,2,Individual,16:15.0,134.43,32134106,Eventellect,Archtics,11
5635,6/7/2021,64626,20PNR2VB,207,15,Individual,16:15.3,134.43,11814115,Eventellect,Archtics,25
5636,6/7/2021,64626,20PNR2VB,226,7,Individual,16:15.7,134.43,11814115,Eventellect,Archtics,19
5637,6/7/2021,64626,20PNR2VB,207,16,Individual,16:16.1,134.43,11814115,Eventellect,Archtics,23
5639,6/7/2021,64626,20PNR2VB,220,3,Individual,16:16.7,134.43,32134221,Eventellect,Archtics,23
5640,6/7/2021,64626,20PNR2VB,209,10,Individual,14:09.9,134.43,11814115,Eventellect,Archtics,7
5641,6/7/2021,64626,20PNR2VB,209,10,Individual,14:10.3,134.43,11814115,Eventellect,Archtics,11
5642,6/7/2021,64626,20PNR2VB,209,10,Individual,14:10.7,134.43,11814115,Eventellect,Archtics,13
5643,6/7/2021,64626,20PNR2VB,209,10,Individual,14:11.1,134.43,11814115,Eventellect,Archtics,16
5644,6/7/2021,64626,20PNR2VB,209,10,Individual,14:11.4,134.43,11814115,Eventellect,Archtics,18
5645,6/7/2021,64626,20PNR2VB,209,10,Individual,14:11.7,134.43,11814115,Eventellect,Archtics,20
5646,6/7/2021,64626,20PNR2VB,209,10,Individual,14:12.1,134.43,11814115,Eventellect,Archtics,23
5647,6/7/2021,64626,20PNR2VB,226,4,Individual,14:12.4,134.43,11814115,Eventellect,Archtics,19
5648,6/7/2021,64626,20PNR2VB,207,11,Individual,14:12.8,134.43,11814115,Eventellect,Archtics,1
5649,6/7/2021,64626,20PNR2VB,207,11,Individual,14:13.1,134.43,11814115,Eventellect,Archtics,3
5650,6/7/2021,64626,20PNR2VB,207,11,Individual,14:13.5,134.43,11814115,Eventellect,Archtics,11
5651,6/7/2021,64626,20PNR2VB,207,11,Individual,14:13.8,134.43,11814115,Eventellect,Archtics,15
5652,6/7/2021,64626,20PNR2VB,207,11,Individual,14:14.1,134.43,11814115,Eventellect,Archtics,18
5653,6/7/2021,64626,20PNR2VB,207,11,Individual,14:14.4,134.43,11814115,Eventellect,Archtics,23
5654,6/7/2021,64626,20PNR2VB,207,10,Individual,14:14.7,134.43,11814115,Eventellect,Archtics,2
5655,6/7/2021,64626,20PNR2VB,207,10,Individual,14:15.1,134.43,11814115,Eventellect,Archtics,4
5656,6/7/2021,64626,20PNR2VB,207,10,Individual,14:15.4,134.43,11814115,Eventellect,Archtics,9
5657,6/7/2021,64626,20PNR2VB,207,10,Individual,14:15.7,134.43,11814115,Eventellect,Archtics,11
5658,6/7/2021,64626,20PNR2VB,207,10,Individual,14:16.0,134.43,11814115,Eventellect,Archtics,13
5659,6/7/2021,64626,20PNR2VB,207,10,Individual,14:16.4,134.43,11814115,Eventellect,Archtics,15
5660,6/7/2021,64626,20PNR2VB,207,10,Individual,14:16.7,134.43,11814115,Eventellect,Archtics,17
5662,6/7/2021,64626,20PNR2VB,207,10,Individual,14:17.3,134.43,11814115,Eventellect,Archtics,23
5663,6/7/2021,64626,20PNR2VB,226,4,Individual,14:17.7,134.43,11814115,Eventellect,Archtics,2
5664,6/7/2021,64626,20PNR2VB,207,9,Individual,14:18.0,134.43,32134106,Eventellect,Archtics,19
5665,6/7/2021,64626,20PNR2VB,209,9,Individual,14:18.3,134.43,32134106,Eventellect,Archtics,14
5666,6/7/2021,64626,20PNR2VB,207,9,Individual,14:18.6,134.43,32134106,Eventellect,Archtics,11
5667,6/7/2021,64626,20PNR2VB,209,9,Individual,14:18.9,134.43,32134106,Eventellect,Archtics,20
5668,6/7/2021,64626,20PNR2VB,226,4,Individual,14:19.2,134.43,11814115,Eventellect,Archtics,16
5669,6/7/2021,64626,20PNR2VB,203,1,Individual,14:19.6,134.43,32134106,Eventellect,Archtics,11
5670,6/7/2021,64626,20PNR2VB,209,9,Individual,14:19.9,134.43,32134106,Eventellect,Archtics,3
5671,6/7/2021,64626,20PNR2VB,209,11,Individual,14:20.3,134.43,11814115,Eventellect,Archtics,11
5672,6/7/2021,64626,20PNR2VB,226,2,Individual,14:20.6,134.43,32134106,Eventellect,Archtics,13
5673,6/7/2021,64626,20PNR2VB,226,3,Individual,14:20.9,134.43,32134106,Eventellect,Archtics,1
5674,6/7/2021,64626,20PNR2VB,209,11,Individual,14:21.2,134.43,11814115,Eventellect,Archtics,18
5675,6/7/2021,64626,20PNR2VB,226,3,Individual,14:21.6,134.43,32134106,Eventellect,Archtics,16
5676,6/7/2021,64626,20PNR2VB,226,2,Individual,14:21.9,134.43,32134106,Eventellect,Archtics,8
5678,6/7/2021,64626,20PNR2VB,209,11,Individual,14:22.5,134.43,11814115,Eventellect,Archtics,20
5679,6/7/2021,64626,20PNR2VB,209,11,Individual,14:22.8,134.43,11814115,Eventellect,Archtics,23
5680,6/7/2021,64626,20PNR2VB,226,2,Individual,14:23.2,134.43,32134106,Eventellect,Archtics,15
5681,6/7/2021,64626,20PNR2VB,229,1,Individual,14:23.5,134.43,32134106,Eventellect,Archtics,7
5682,6/7/2021,64626,20PNR2VB,209,9,Individual,14:23.8,134.43,32134106,Eventellect,Archtics,23
5683,6/7/2021,64626,20PNR2VB,210,4,Individual,14:24.1,134.43,32134221,Eventellect,Archtics,16
5684,6/7/2021,64626,20PNR2VB,207,9,Individual,14:24.4,134.43,32134106,Eventellect,Archtics,17
5685,6/7/2021,64626,20PNR2VB,207,9,Individual,14:24.7,134.43,32134106,Eventellect,Archtics,23
5686,6/7/2021,64626,20PNR2VB,209,9,Individual,14:25.0,134.43,32134106,Eventellect,Archtics,5
5687,6/7/2021,64626,20PNR2VB,226,2,Individual,14:25.3,134.43,32134106,Eventellect,Archtics,4
5688,6/7/2021,64626,20PNR2VB,229,1,Individual,14:25.6,134.43,32134106,Eventellect,Archtics,9
5689,6/7/2021,64626,20PNR2VB,229,1,Individual,14:26.0,134.43,32134106,Eventellect,Archtics,1
5690,6/7/2021,64626,20PNR2VB,207,9,Individual,14:26.3,134.43,32134106,Eventellect,Archtics,1
5691,6/7/2021,64626,20PNR2VB,204,1,Individual,14:26.6,134.43,32134106,Eventellect,Archtics,5
5692,6/7/2021,64626,20PNR2VB,204,1,Individual,14:26.9,134.43,32134106,Eventellect,Archtics,1
5693,6/7/2021,64626,20PNR2VB,213,1,Individual,14:27.2,134.43,32134106,Eventellect,Archtics,11
5694,6/7/2021,64626,20PNR2VB,213,1,Individual,14:27.6,134.43,32134106,Eventellect,Archtics,17
5696,6/7/2021,64626,20PNR2VB,226,3,Individual,14:28.2,134.43,32134106,Eventellect,Archtics,5
5697,6/7/2021,64626,20PNR2VB,213,1,Individual,14:28.5,134.43,32134106,Eventellect,Archtics,13
5698,6/7/2021,64626,20PNR2VB,204,1,Individual,14:28.8,134.43,32134106,Eventellect,Archtics,13
5700,6/7/2021,64626,20PNR2VB,210,3,Individual,14:29.4,134.43,32134106,Eventellect,Archtics,11
5701,6/7/2021,64626,20PNR2VB,210,3,Individual,14:29.8,134.43,32134106,Eventellect,Archtics,3
5702,6/7/2021,64626,20PNR2VB,220,1,Individual,14:30.1,134.43,32134106,Eventellect,Archtics,1
5703,6/7/2021,64626,20PNR2VB,222,2,Individual,14:30.4,134.43,32134106,Eventellect,Archtics,14
5704,6/7/2021,64626,20PNR2VB,222,2,Individual,14:30.8,134.43,32134106,Eventellect,Archtics,20
5705,6/7/2021,64626,20PNR2VB,222,2,Individual,14:31.1,134.43,32134106,Eventellect,Archtics,6
5706,6/7/2021,64626,20PNR2VB,204,1,Individual,14:31.4,134.43,32134106,Eventellect,Archtics,7
5708,6/7/2021,64626,20PNR2VB,225,9,Individual,14:32.1,134.43,32134106,Eventellect,Archtics,22
5709,6/7/2021,64626,20PNR2VB,228,1,Individual,14:32.4,134.43,32134106,Eventellect,Archtics,1
5710,6/7/2021,64626,20PNR2VB,226,2,Individual,14:32.6,134.43,32134106,Eventellect,Archtics,25
5711,6/7/2021,64626,20PNR2VB,228,1,Individual,14:33.0,134.43,32134106,Eventellect,Archtics,7
5712,6/7/2021,64626,20PNR2VB,228,1,Individual,14:33.3,134.43,32134106,Eventellect,Archtics,19
5713,6/7/2021,64626,20PNR2VB,207,9,Individual,14:33.6,134.43,32134106,Eventellect,Archtics,25
5714,6/7/2021,64626,20PNR2VB,228,1,Individual,14:33.9,134.43,32134106,Eventellect,Archtics,13
5716,6/7/2021,64626,20PNR2VB,229,1,Individual,14:34.5,134.43,32134106,Eventellect,Archtics,11
5717,6/7/2021,64626,20PNR2VB,204,1,Individual,14:34.8,134.43,32134106,Eventellect,Archtics,21
5719,6/7/2021,64626,20PNR2VB,213,1,Individual,14:35.4,134.43,32134106,Eventellect,Archtics,19
5720,6/7/2021,64626,20PNR2VB,225,10,Individual,14:35.7,134.43,11814115,Eventellect,Archtics,17
5721,6/7/2021,64626,20PNR2VB,213,1,Individual,14:36.0,134.43,32134106,Eventellect,Archtics,1
5722,6/7/2021,64626,20PNR2VB,210,3,Individual,14:36.3,134.43,32134221,Eventellect,Archtics,9
5723,6/7/2021,64626,20PNR2VB,210,4,Individual,14:36.6,134.43,32134221,Eventellect,Archtics,12
5724,6/7/2021,64626,20PNR2VB,209,10,Individual,14:36.9,134.43,11814115,Eventellect,Archtics,25
5725,6/7/2021,64626,20PNR2VB,226,3,Individual,14:37.3,134.43,32134106,Eventellect,Archtics,19
5726,6/7/2021,64626,20PNR2VB,207,16,Individual,14:37.6,134.43,11814115,Eventellect,Archtics,21
5727,6/7/2021,64626,20PNR2VB,225,13,Individual,14:37.9,134.43,32134213,Eventellect,Archtics,2
5729,6/7/2021,64626,20PNR2VB,210,7,Individual,14:38.5,134.43,32134213,Eventellect,Archtics,19
5730,6/7/2021,64626,20PNR2VB,222,5,Individual,14:38.8,134.43,32134213,Eventellect,Archtics,14
5731,6/7/2021,64626,20PNR2VB,207,16,Individual,15:09.3,134.43,11814115,Eventellect,Archtics,17
5732,6/7/2021,64626,20PNR2VB,209,12,Individual,15:09.7,134.43,32134213,Eventellect,Archtics,8
5733,6/7/2021,64626,20PNR2VB,207,16,Individual,15:10.0,134.43,11814115,Eventellect,Archtics,19
5734,6/7/2021,64626,20PNR2VB,226,5,Individual,15:10.5,134.43,32134106,Eventellect,Archtics,11
5736,6/7/2021,64626,20PNR2VB,207,15,Individual,15:11.1,134.43,11814115,Eventellect,Archtics,1
5737,6/7/2021,64626,20PNR2VB,231,1,Individual,15:11.4,134.43,32134106,Eventellect,Archtics,11
5739,6/7/2021,64626,20PNR2VB,207,15,Individual,15:12.0,134.43,11814115,Eventellect,Archtics,3
5740,6/7/2021,64626,20PNR2VB,219,2,Individual,15:12.3,134.43,32134106,Eventellect,Archtics,5
5741,6/7/2021,64626,20PNR2VB,219,2,Individual,15:12.6,134.43,32134106,Eventellect,Archtics,7
5742,6/7/2021,64626,20PNR2VB,207,15,Individual,15:12.9,134.43,11814115,Eventellect,Archtics,5
5743,6/7/2021,64626,20PNR2VB,207,15,Individual,15:13.3,134.43,11814115,Eventellect,Archtics,7
5745,6/7/2021,64626,20PNR2VB,207,15,Individual,15:13.9,134.43,11814115,Eventellect,Archtics,9
5746,6/7/2021,64626,20PNR2VB,207,15,Individual,15:14.3,134.43,11814115,Eventellect,Archtics,11
5747,6/7/2021,64626,20PNR2VB,209,13,Individual,15:14.6,134.43,32134106,Eventellect,Archtics,6
