,event_date,event_id,event_name,section_name,row_name,ticket_type,add_datetime,sale_price,acct_id,channel,sale_type,seat_num
0,6/7/2021,64626,20PNR2VB,122,5,Full Strip,29:28.5,295,3907548,Internal,Archtics,8
1,6/5/2021,64625,20PNR2VA,122,5,Full Strip,29:28.5,295,3907548,Internal,Archtics,8
2,6/7/2021,64626,20PNR2VB,215,3,Group,43:48.7,75,7751079,Internal,Archtics,16
3,6/7/2021,64626,20PNR2VB,217,3,Group,43:48.7,75,7751079,Internal,Archtics,20
4,6/5/2021,64625,20PNR2VA,9,12,Individual,31:04.3,580,206129,Internal,Archtics,14
5,6/5/2021,64625,20PNR2VA,31,12,Individual,11:32.9,55,6426415,Internal,Archtics,5
6,6/5/2021,64625,20PNR2VA,31,13,Individual,11:35.2,55,16523631,Internal,Archtics,7
7,6/7/2021,64626,20PNR2VB,6,16,Full Strip,27:15.3,370,1422467,Internal,Archtics,8
8,6/5/2021,64625,20PNR2VA,6,16,Full Strip,27:15.3,370,1422467,Internal,Archtics,8
9,6/5/2021,64625,20PNR2VA,17,10,Individual,58:42.3,55,14431221,Internal,Archtics,3
10,6/7/2021,64626,20PNR2VB,215,3,Group,43:48.7,75,7751079,Internal,Archtics,10
11,6/7/2021,64626,20PNR2VB,215,3,Group,43:48.7,75,7751079,Internal,Archtics,14
12,6/5/2021,64625,20PNR2VA,217,6,Group,33:22.7,75,2152512,Internal,Archtics,4
13,6/5/2021,64625,20PNR2VA,218,6,Group,33:22.7,75,2152512,Internal,Archtics,4
14,6/5/2021,64625,20PNR2VA,217,6,Group,33:22.7,75,2152512,Internal,Archtics,6
15,6/5/2021,64625,20PNR2VA,217,6,Group,33:22.7,75,2152512,Internal,Archtics,9
16,6/5/2021,64625,20PNR2VA,218,6,Group,33:22.7,75,2152512,Internal,Archtics,8
17,6/5/2021,64625,20PNR2VA,117,5,Group,38:34.9,200,32054516,Internal,Archtics,6
18,6/5/2021,64625,20PNR2VA,117,5,Group,41:35.9,200,32054516,Internal,Archtics,9
19,6/7/2021,64626,20PNR2VB,FLR23,AA,Individual,42:38.5,7315,32136150,Internal,Archtics,16
20,6/5/2021,64625,20PNR2VA,117,5,Group,45:06.4,200,32177496,Internal,Archtics,14
21,6/7/2021,64626,20PNR2VB,214,5,Group,57:38.8,100,14435116,Internal,Archtics,2
22,6/5/2021,64625,20PNR2VA,214,7,Group,59:55.9,100,32177548,Internal,Archtics,8
23,6/5/2021,64625,20PNR2VA,214,6,Group,22:20.5,100,32177746,Internal,Archtics,17
24,6/5/2021,64625,20PNR2VA,117,6,Group,32:30.4,200,32067591,Internal,Archtics,13
25,6/5/2021,64625,20PNR2VA,117,6,Group,36:26.7,200,32067591,Internal,Archtics,10
26,6/5/2021,64625,20PNR2VA,16,C,Individual,10:48.8,75,29858781,Internal,Archtics,8
27,6/7/2021,64626,20PNR2VB,19,E,Individual,34:16.1,75,31353357,Internal,Archtics,4
28,6/7/2021,64626,20PNR2VB,19,17,Individual,11:34.5,55,18186771,Internal,Archtics,6
29,6/7/2021,64626,20PNR2VB,29,16,Individual,20:34.5,55,27824409,Internal,Archtics,17
30,6/7/2021,64626,20PNR2VB,108,4,Individual,34:08.1,55,29861380,Internal,Archtics,2
31,6/7/2021,64626,20PNR2VB,108,5,Individual,50:56.9,55,17657553,Internal,Archtics,4
32,6/7/2021,64626,20PNR2VB,108,5,Individual,50:56.9,55,17657553,Internal,Archtics,5
33,6/7/2021,64626,20PNR2VB,FLR24,BB,Individual,00:36.1,3740,16422004,Internal,Archtics,22
34,6/7/2021,64626,20PNR2VB,19,15,Individual,47:01.6,55,29861407,Internal,Archtics,9
35,6/7/2021,64626,20PNR2VB,114,8,Group,59:20.9,75,2054492,Internal,Archtics,12
36,6/7/2021,64626,20PNR2VB,217,6,Group,04:10.0,75,2152512,Internal,Archtics,2
37,6/7/2021,64626,20PNR2VB,217,6,Group,04:10.0,75,2152512,Internal,Archtics,19
38,6/7/2021,64626,20PNR2VB,9,7,Individual,04:55.5,640,206129,Internal,Archtics,18
39,6/7/2021,64626,20PNR2VB,9,7,Individual,04:55.5,640,206129,Internal,Archtics,6
40,6/7/2021,64626,20PNR2VB,12,11,Individual,05:53.7,410,206129,Internal,Archtics,8
41,6/7/2021,64626,20PNR2VB,31,15,Individual,10:15.5,55,24476521,Internal,Archtics,2
42,6/7/2021,64626,20PNR2VB,31,15,Individual,10:15.5,55,24476521,Internal,Archtics,4
43,6/7/2021,64626,20PNR2VB,17,10,Individual,15:51.6,55,25555915,Internal,Archtics,6
44,6/7/2021,64626,20PNR2VB,9,12,Individual,14:41.4,580,206129,Internal,Archtics,14
45,6/7/2021,64626,20PNR2VB,29,18,Individual,18:20.5,55,29398114,Internal,Archtics,19
46,6/7/2021,64626,20PNR2VB,217,2,Group,29:06.2,75,15460664,Internal,Archtics,18
47,6/7/2021,64626,20PNR2VB,114,8,Group,59:20.9,75,2054492,Internal,Archtics,13
48,6/7/2021,64626,20PNR2VB,214,6,Group,57:47.2,100,32056370,Internal,Archtics,17
49,6/7/2021,64626,20PNR2VB,214,6,Group,59:14.8,100,32056370,Internal,Archtics,12
50,6/7/2021,64626,20PNR2VB,12,11,Individual,38:00.2,410,206129,Internal,Archtics,3
51,6/7/2021,64626,20PNR2VB,12,12,Individual,38:00.2,380,206129,Internal,Archtics,5
52,6/7/2021,64626,20PNR2VB,VIP24,2,Individual,43:34.8,1765,26796326,Internal,Archtics,14
53,6/7/2021,64626,20PNR2VB,31,15,Individual,47:45.4,55,31954353,Internal,Archtics,7
54,6/7/2021,64626,20PNR2VB,31,14,Individual,17:49.2,55,29167343,Internal,Archtics,2
55,6/7/2021,64626,20PNR2VB,31,14,Individual,17:49.2,55,29167343,Internal,Archtics,4
56,6/7/2021,64626,20PNR2VB,215,2,Group,43:48.7,75,7751079,Internal,Archtics,18
57,6/7/2021,64626,20PNR2VB,217,3,Group,43:48.7,75,7751079,Internal,Archtics,22
58,6/7/2021,64626,20PNR2VB,17,16,Individual,12:47.8,55,31953358,Internal,Archtics,5
59,6/7/2021,64626,20PNR2VB,19,C,Individual,33:36.9,75,18312327,Internal,Archtics,9
60,6/7/2021,64626,20PNR2VB,25,9,Individual,49:56.4,595,6238956,Internal,Archtics,6
61,6/7/2021,64626,20PNR2VB,7,14,Individual,49:56.4,480,6238956,Internal,Archtics,18
62,6/7/2021,64626,20PNR2VB,8,8,Individual,49:56.4,715,6238956,Internal,Archtics,18
63,6/7/2021,64626,20PNR2VB,10,16,Individual,49:56.4,350,6238956,Internal,Archtics,8
64,6/5/2021,64625,20PNR2VA,102,7,Individual,14:45.9,246,24593123,Internal,Archtics,7
65,6/5/2021,64625,20PNR2VA,225WC,2W,Group,21:49.9,25,23300103,Internal,Archtics,6
66,6/5/2021,64625,20PNR2VA,25,13,Individual,22:46.2,550,195818,Internal,Archtics,12
67,6/5/2021,64625,20PNR2VA,FLR25,AA,Individual,06:53.6,7315,2086405,Internal,Archtics,54
68,6/5/2021,64625,20PNR2VA,214,6,Group,39:08.2,100,25610968,Internal,Archtics,15
69,6/5/2021,64625,20PNR2VA,225,18,Individual,24:08.9,175,1861865,Internal,Archtics,25
70,6/7/2021,64626,20PNR2VB,8,12,Individual,24:47.5,690,1861865,Internal,Archtics,10
71,6/5/2021,64625,20PNR2VA,16,C,Individual,23:32.6,75,25095936,Internal,Archtics,10
72,6/5/2021,64625,20PNR2VA,4,18,Individual,29:35.6,350,32036996,Internal,Archtics,3
73,6/5/2021,64625,20PNR2VA,4,18,Individual,29:36.0,350,32036996,Internal,Archtics,4
74,6/5/2021,64625,20PNR2VA,7,15,Individual,31:23.7,480,32204875,Internal,Archtics,14
75,6/5/2021,64625,20PNR2VA,23,1,Full Strip,39:23.4,745,17205393,Internal,Archtics,13
76,6/5/2021,64625,20PNR2VA,117,6,Group,42:18.1,200,32094963,Internal,Archtics,15
77,6/7/2021,64626,20PNR2VB,16,C,Individual,14:56.3,75,243,Internal,Archtics,10
78,6/7/2021,64626,20PNR2VB,16,C,Individual,14:56.3,75,243,Internal,Archtics,8
79,6/5/2021,64625,20PNR2VA,16,E,Individual,22:43.3,75,529,Internal,Archtics,12
80,6/5/2021,64625,20PNR2VA,16,E,Individual,22:43.3,75,529,Internal,Archtics,10
81,6/5/2021,64625,20PNR2VA,214,1,Group,11:14.7,100,32178831,Internal,Archtics,8
82,6/7/2021,64626,20PNR2VB,214,6,Group,16:55.7,100,32178993,Internal,Archtics,2
83,6/5/2021,64625,20PNR2VA,24,6,Individual,26:34.6,860,472118,Internal,Archtics,11
84,6/7/2021,64626,20PNR2VB,24,6,Individual,26:34.6,860,472118,Internal,Archtics,11
85,6/7/2021,64626,20PNR2VB,FLR24,BB,Individual,34:00.4,3490,3674176,Internal,Archtics,4
86,6/7/2021,64626,20PNR2VB,114,8,Group,22:39.5,75,20813064,Internal,Archtics,10
87,6/7/2021,64626,20PNR2VB,218,2,Group,42:20.5,100,32227205,Internal,Archtics,7
88,6/7/2021,64626,20PNR2VB,19,C,Individual,33:36.9,75,18312327,Internal,Archtics,12
89,6/7/2021,64626,20PNR2VB,215,5,Group,47:15.2,100,32227670,Internal,Archtics,14
90,6/5/2021,64625,20PNR2VA,214,6,Group,21:38.3,100,32178291,Internal,Archtics,6
91,6/5/2021,64625,20PNR2VA,23,1,Full Strip,39:23.4,745,17205393,Internal,Archtics,11
92,6/5/2021,64625,20PNR2VA,19,7,Individual,39:24.7,55,17738468,Internal,Archtics,5
93,6/7/2021,64626,20PNR2VB,17,10,Individual,54:32.5,55,31966373,Internal,Archtics,10
94,6/7/2021,64626,20PNR2VB,17,10,Individual,54:32.5,55,31966373,Internal,Archtics,7
95,6/7/2021,64626,20PNR2VB,9,12,Individual,14:41.4,580,206129,Internal,Archtics,18
96,6/7/2021,64626,20PNR2VB,215,2,Group,43:48.7,75,7751079,Internal,Archtics,20
97,6/7/2021,64626,20PNR2VB,218,1,Group,43:48.7,75,7751079,Internal,Archtics,5
98,6/7/2021,64626,20PNR2VB,215,1,Group,43:48.7,75,7751079,Internal,Archtics,20
99,6/7/2021,64626,20PNR2VB,218,8,Group,43:54.3,100,32181228,Internal,Archtics,5
100,6/5/2021,64625,20PNR2VA,217,2,Group,37:34.4,100,32179598,Internal,Archtics,11
101,6/5/2021,64625,20PNR2VA,114,7,Group,10:05.4,75,32064121,Internal,Archtics,10
102,6/7/2021,64626,20PNR2VB,17,20,Individual,09:32.3,55,16199458,Internal,Archtics,7
103,6/7/2021,64626,20PNR2VB,19,9,Individual,35:30.0,55,29353187,Internal,Archtics,3
104,6/5/2021,64625,20PNR2VA,217,2,Group,19:25.9,100,32054418,Internal,Archtics,15
105,6/7/2021,64626,20PNR2VB,17,9,Individual,38:26.9,55,32207837,Internal,Archtics,6
106,6/7/2021,64626,20PNR2VB,17,9,Individual,40:00.2,55,6669911,Internal,Archtics,9
107,6/7/2021,64626,20PNR2VB,114,9,Group,41:14.1,75,12518845,Internal,Archtics,12
108,6/7/2021,64626,20PNR2VB,19,16,Individual,50:53.7,55,17631235,Internal,Archtics,5
109,6/7/2021,64626,20PNR2VB,19,16,Individual,50:53.7,55,17631235,Internal,Archtics,7
110,6/7/2021,64626,20PNR2VB,217,5,Group,52:58.0,100,17788677,Internal,Archtics,22
111,6/7/2021,64626,20PNR2VB,31,17,Individual,35:15.7,55,27821352,Internal,Archtics,4
112,6/7/2021,64626,20PNR2VB,114,9,Group,36:57.5,75,24711556,Internal,Archtics,14
113,6/5/2021,64625,20PNR2VA,108,4,Individual,30:16.1,55,31698871,Internal,Archtics,4
114,6/7/2021,64626,20PNR2VB,114,8,Group,35:15.6,75,1986092,Internal,Archtics,2
115,6/5/2021,64625,20PNR2VA,19,19,Individual,00:14.1,55,24593123,Internal,Archtics,2
116,6/5/2021,64625,20PNR2VA,19,20,Individual,00:14.1,55,24593123,Internal,Archtics,2
117,6/5/2021,64625,20PNR2VA,217,2,Group,00:58.4,100,32180768,Internal,Archtics,13
118,6/7/2021,64626,20PNR2VB,214,8,Group,01:50.4,100,32180777,Internal,Archtics,9
119,6/5/2021,64625,20PNR2VA,217,2,Group,07:38.9,100,32089325,Internal,Archtics,19
120,6/5/2021,64625,20PNR2VA,9,11,Individual,25:38.2,580,21770844,Internal,Archtics,4
121,6/5/2021,64625,20PNR2VA,225WC,2W,Group,21:49.9,25,23300103,Internal,Archtics,14
122,6/7/2021,64626,20PNR2VB,31,16,Individual,11:14.0,55,16675627,Internal,Archtics,4
123,6/7/2021,64626,20PNR2VB,31,17,Individual,11:14.0,55,16675627,Internal,Archtics,5
124,6/7/2021,64626,20PNR2VB,214,7,Group,22:36.7,100,25209483,Internal,Archtics,2
125,6/5/2021,64625,20PNR2VA,9,8,Individual,26:27.4,740,28057995,Internal,Archtics,18
126,6/5/2021,64625,20PNR2VA,225WC,2W,Group,21:49.9,25,23300103,Internal,Archtics,12
127,6/5/2021,64625,20PNR2VA,110,6,Individual,27:36.8,325,30448937,Internal,Archtics,2
128,6/5/2021,64625,20PNR2VA,29,7,Individual,28:44.8,450,31717462,Internal,Archtics,10
129,6/7/2021,64626,20PNR2VB,217,6,Group,04:10.0,75,2152512,Internal,Archtics,9
130,6/7/2021,64626,20PNR2VB,217,6,Group,04:10.0,75,2152512,Internal,Archtics,12
131,6/7/2021,64626,20PNR2VB,217,6,Group,04:10.0,75,2152512,Internal,Archtics,14
132,6/7/2021,64626,20PNR2VB,31,18,Individual,23:39.5,55,26188270,Internal,Archtics,6
133,6/7/2021,64626,20PNR2VB,217,6,Group,04:10.0,75,2152512,Internal,Archtics,26
134,6/7/2021,64626,20PNR2VB,31,18,Individual,33:40.1,55,25745136,Internal,Archtics,2
135,6/7/2021,64626,20PNR2VB,31,14,Individual,35:11.7,55,17732499,Internal,Archtics,5
136,6/7/2021,64626,20PNR2VB,31,15,Individual,35:11.7,55,17732499,Internal,Archtics,5
137,6/7/2021,64626,20PNR2VB,114,9,Group,38:07.3,75,14989352,Internal,Archtics,21
138,6/7/2021,64626,20PNR2VB,VIP24,5,Individual,23:43.9,1350,6238956,Internal,Archtics,14
139,6/7/2021,64626,20PNR2VB,24,8,Individual,23:43.9,715,6238956,Internal,Archtics,2
140,6/7/2021,64626,20PNR2VB,25,9,Individual,49:56.4,595,6238956,Internal,Archtics,2
141,6/7/2021,64626,20PNR2VB,17,11,Individual,12:47.8,55,31953358,Internal,Archtics,3
142,6/7/2021,64626,20PNR2VB,7,14,Individual,49:56.4,480,6238956,Internal,Archtics,16
143,6/7/2021,64626,20PNR2VB,201,10,Individual,22:09.2,25,29525684,Internal,Archtics,2
144,6/7/2021,64626,20PNR2VB,16,4,Individual,19:34.1,55,26406528,Internal,Archtics,8
145,6/7/2021,64626,20PNR2VB,31,13,Individual,30:47.2,55,31727843,Internal,Archtics,7
146,6/7/2021,64626,20PNR2VB,FLR17W,AAW,Individual,36:23.1,4590,18159601,Internal,Archtics,2
147,6/7/2021,64626,20PNR2VB,108,4,Individual,01:54.4,55,30557810,Internal,Archtics,5
148,6/7/2021,64626,20PNR2VB,17,E,Individual,59:16.5,75,908,Internal,Archtics,3
149,6/7/2021,64626,20PNR2VB,31,11,Individual,16:06.5,55,30098420,Internal,Archtics,5
150,6/7/2021,64626,20PNR2VB,31,11,Individual,16:06.5,55,30098420,Internal,Archtics,6
151,6/7/2021,64626,20PNR2VB,31,11,Individual,16:06.5,55,30098420,Internal,Archtics,4
152,6/7/2021,64626,20PNR2VB,9,14,Individual,09:16.0,550,206129,Internal,Archtics,2
153,6/7/2021,64626,20PNR2VB,31,16,Individual,41:34.9,55,29352630,Internal,Archtics,6
154,6/7/2021,64626,20PNR2VB,31,16,Individual,41:44.1,55,26151359,Internal,Archtics,2
155,6/7/2021,64626,20PNR2VB,31,16,Individual,41:44.1,55,26151359,Internal,Archtics,3
156,6/7/2021,64626,20PNR2VB,31,11,Individual,31:13.3,55,24468987,Internal,Archtics,2
157,6/7/2021,64626,20PNR2VB,31,13,Individual,58:36.3,55,27824375,Internal,Archtics,2
158,6/7/2021,64626,20PNR2VB,31,13,Individual,58:36.3,55,27824375,Internal,Archtics,4
159,6/5/2021,64625,20PNR2VA,215,1,Group,51:33.2,75,7625378,Internal,Archtics,2
160,6/5/2021,64625,20PNR2VA,214,5,Group,40:04.7,100,32179263,Internal,Archtics,2
161,6/5/2021,64625,20PNR2VA,214,5,Group,40:04.7,100,32179263,Internal,Archtics,3
162,6/5/2021,64625,20PNR2VA,214,5,Group,54:06.3,100,28010459,Internal,Archtics,9
163,6/5/2021,64625,20PNR2VA,214,5,Group,40:04.7,100,32179263,Internal,Archtics,5
164,6/7/2021,64626,20PNR2VB,105,6,Individual,46:47.5,285,17258396,Internal,Archtics,17
165,6/5/2021,64625,20PNR2VA,214,5,Group,46:56.6,100,32058412,Internal,Archtics,15
166,6/7/2021,64626,20PNR2VB,218,1,Group,12:44.3,75,30707013,Internal,Archtics,3
167,6/7/2021,64626,20PNR2VB,217,5,Group,59:40.4,100,32179485,Internal,Archtics,11
168,6/7/2021,64626,20PNR2VB,217,5,Group,59:46.5,100,32073776,Internal,Archtics,26
169,6/5/2021,64625,20PNR2VA,214,3,Group,00:15.0,100,32066745,Internal,Archtics,13
170,6/7/2021,64626,20PNR2VB,217,7,Group,00:24.4,100,11410348,Internal,Archtics,6
171,6/5/2021,64625,20PNR2VA,214,8,Group,27:22.6,100,32128000,Internal,Archtics,2
172,6/5/2021,64625,20PNR2VA,214,3,Group,27:30.4,100,30795803,Internal,Archtics,7
173,6/7/2021,64626,20PNR2VB,214,6,Group,28:13.3,100,30795803,Internal,Archtics,4
174,6/7/2021,64626,20PNR2VB,214,8,Group,29:43.7,100,32128000,Internal,Archtics,4
175,6/5/2021,64625,20PNR2VA,214,5,Group,40:04.7,100,32179263,Internal,Archtics,4
176,6/7/2021,64626,20PNR2VB,9,14,Individual,26:25.0,550,206129,Internal,Archtics,6
177,6/7/2021,64626,20PNR2VB,102,4,Individual,27:06.6,75,32071613,Internal,Archtics,4
178,6/7/2021,64626,20PNR2VB,102,5,Individual,27:55.6,240,4636175,Internal,Archtics,9
179,6/7/2021,64626,20PNR2VB,VIP24,CC,Individual,37:50.9,2345,29101790,Internal,Archtics,10
180,6/7/2021,64626,20PNR2VB,102,9,Individual,42:19.2,240,7227076,Internal,Archtics,20
181,6/7/2021,64626,20PNR2VB,8,7,Individual,47:50.2,750,32239285,Internal,Archtics,18
182,6/7/2021,64626,20PNR2VB,114,9,Group,51:44.1,75,6573451,Internal,Archtics,10
183,6/7/2021,64626,20PNR2VB,108,9,Group,52:04.0,140,25378135,Internal,Archtics,2
184,6/7/2021,64626,20PNR2VB,214,6,Group,57:47.2,100,32056370,Internal,Archtics,13
185,6/7/2021,64626,20PNR2VB,214,6,Group,57:47.2,100,32056370,Internal,Archtics,15
186,6/7/2021,64626,20PNR2VB,31,12,Individual,43:28.5,55,27128186,Internal,Archtics,2
187,6/7/2021,64626,20PNR2VB,31,12,Individual,43:28.5,55,27128186,Internal,Archtics,4
188,6/7/2021,64626,20PNR2VB,217,2,Group,29:06.2,75,15460664,Internal,Archtics,21
189,6/7/2021,64626,20PNR2VB,29,8,Individual,58:49.1,55,25643973,Internal,Archtics,10
190,6/7/2021,64626,20PNR2VB,16,4,Individual,58:49.1,55,25643973,Internal,Archtics,7
191,6/7/2021,64626,20PNR2VB,29,10,Individual,09:10.7,55,27672592,Internal,Archtics,13
192,6/5/2021,64625,20PNR2VA,215,2,Group,20:05.8,75,32069041,Internal,Archtics,2
193,6/7/2021,64626,20PNR2VB,217,8,Group,21:11.5,100,20150401,Internal,Archtics,2
194,6/7/2021,64626,20PNR2VB,214,8,Group,01:30.4,100,32066745,Internal,Archtics,7
195,6/7/2021,64626,20PNR2VB,217,5,Group,02:38.0,100,1127080,Internal,Archtics,25
196,6/7/2021,64626,20PNR2VB,214,7,Group,02:40.7,100,27452205,Internal,Archtics,8
197,6/5/2021,64625,20PNR2VA,217,1,Group,03:41.2,100,32179537,Internal,Archtics,2
198,6/7/2021,64626,20PNR2VB,214,3,Group,14:04.9,100,32174464,Internal,Archtics,8
199,6/5/2021,64625,20PNR2VA,217,3,Group,08:35.8,75,32179601,Internal,Archtics,2
200,6/5/2021,64625,20PNR2VA,217,1,Group,09:26.5,100,32048487,Internal,Archtics,8
201,6/5/2021,64625,20PNR2VA,214,5,Group,10:07.0,100,32062329,Internal,Archtics,13
202,6/7/2021,64626,20PNR2VB,215,1,Group,12:39.6,75,29753353,Internal,Archtics,6
203,6/5/2021,64625,20PNR2VA,215,1,Group,15:04.2,75,7753388,Internal,Archtics,4
204,6/5/2021,64625,20PNR2VA,218,1,Group,19:30.1,75,10101089,Internal,Archtics,5
205,6/5/2021,64625,20PNR2VA,214,3,Group,03:42.9,100,32066745,Internal,Archtics,10
206,6/5/2021,64625,20PNR2VA,215,1,Group,05:36.5,75,16638607,Internal,Archtics,26
207,6/7/2021,64626,20PNR2VB,214,4,Group,45:41.9,100,32174464,Internal,Archtics,3
208,6/5/2021,64625,20PNR2VA,217,1,Group,08:11.1,100,32179598,Internal,Archtics,6
209,6/5/2021,64625,20PNR2VA,105,6,Group,52:36.9,200,32179994,Internal,Archtics,2
210,6/7/2021,64626,20PNR2VB,214,8,Group,56:50.2,100,11102695,Internal,Archtics,14
211,6/5/2021,64625,20PNR2VA,217,1,Group,33:35.9,100,32062344,Internal,Archtics,26
212,6/5/2021,64625,20PNR2VA,217,1,Group,34:55.0,100,32179871,Internal,Archtics,10
213,6/5/2021,64625,20PNR2VA,25,12,Individual,36:51.0,660,30264538,Internal,Archtics,18
214,6/7/2021,64626,20PNR2VB,214,3,Group,14:04.9,100,32174464,Internal,Archtics,6
215,6/7/2021,64626,20PNR2VB,214,3,Group,14:04.9,100,32174464,Internal,Archtics,7
216,6/7/2021,64626,20PNR2VB,214,5,Group,45:33.6,100,29346437,Internal,Archtics,5
217,6/7/2021,64626,20PNR2VB,214,3,Group,14:04.9,100,32174464,Internal,Archtics,11
218,6/5/2021,64625,20PNR2VA,218,3,Group,48:35.4,75,26371950,Internal,Archtics,6
219,6/7/2021,64626,20PNR2VB,214,6,Group,42:02.1,100,1931742,Internal,Archtics,10
220,6/5/2021,64625,20PNR2VA,214,5,Group,43:40.3,100,32162859,Internal,Archtics,16
221,6/7/2021,64626,20PNR2VB,217,5,Group,45:20.4,100,32179949,Internal,Archtics,12
222,6/5/2021,64625,20PNR2VA,217,2,Group,15:39.1,100,32180235,Internal,Archtics,9
223,6/5/2021,64625,20PNR2VA,217,2,Group,22:53.9,100,32180306,Internal,Archtics,26
224,6/7/2021,64626,20PNR2VB,217,5,Group,52:58.0,100,17788677,Internal,Archtics,23
225,6/7/2021,64626,20PNR2VB,4,11,Individual,10:28.1,410,15525565,Internal,Archtics,2
226,6/5/2021,64625,20PNR2VA,19,11,Individual,11:09.7,55,31698871,Internal,Archtics,7
227,6/5/2021,64625,20PNR2VA,105,6,Individual,11:25.7,285,31443168,Internal,Archtics,17
228,6/7/2021,64626,20PNR2VB,217,9,Group,13:08.2,100,32064622,Internal,Archtics,4
229,6/7/2021,64626,20PNR2VB,217,5,Group,13:34.4,100,32064622,Internal,Archtics,14
230,6/7/2021,64626,20PNR2VB,217,8,Group,13:55.7,100,32064622,Internal,Archtics,6
231,6/7/2021,64626,20PNR2VB,217,5,Group,14:24.8,100,32064622,Internal,Archtics,19
232,6/7/2021,64626,20PNR2VB,214,6,Group,15:00.5,100,32064622,Internal,Archtics,6
233,6/7/2021,64626,20PNR2VB,217,5,Group,16:11.8,100,32068011,Internal,Archtics,21
234,6/7/2021,64626,20PNR2VB,217,8,Group,16:34.4,100,32068011,Internal,Archtics,8
235,6/7/2021,64626,20PNR2VB,214,7,Group,17:03.0,100,32068011,Internal,Archtics,4
236,6/7/2021,64626,20PNR2VB,19,20,Individual,21:44.0,55,24593123,Internal,Archtics,2
237,6/7/2021,64626,20PNR2VB,19,19,Individual,21:44.0,55,24593123,Internal,Archtics,2
238,6/5/2021,64625,20PNR2VA,215,5,Group,22:43.1,100,14614837,Internal,Archtics,8
239,6/5/2021,64625,20PNR2VA,19,4,Individual,24:24.3,55,31698871,Internal,Archtics,3
240,6/5/2021,64625,20PNR2VA,222,16,Full Strip,26:10.5,150,28086637,Internal,Archtics,19
241,6/5/2021,64625,20PNR2VA,9,12,Individual,52:21.5,660,31638155,Internal,Archtics,2
242,6/5/2021,64625,20PNR2VA,218,1,Group,58:06.9,75,25952187,Internal,Archtics,7
243,6/7/2021,64626,20PNR2VB,215,4,Group,01:04.9,100,32181531,Internal,Archtics,2
244,6/5/2021,64625,20PNR2VA,FLR24,BB,Individual,03:37.0,3740,2215522,Internal,Archtics,6
245,6/5/2021,64625,20PNR2VA,217,1,Group,04:43.1,100,20923076,Internal,Archtics,12
246,6/7/2021,64626,20PNR2VB,215,3,Group,43:48.7,75,7751079,Internal,Archtics,18
247,6/7/2021,64626,20PNR2VB,215,2,Group,43:48.7,75,7751079,Internal,Archtics,4
248,6/7/2021,64626,20PNR2VB,215,2,Group,43:48.7,75,7751079,Internal,Archtics,8
249,6/7/2021,64626,20PNR2VB,215,2,Group,43:48.7,75,7751079,Internal,Archtics,14
250,6/5/2021,64625,20PNR2VA,215,5,Group,12:06.0,100,32181631,Internal,Archtics,10
251,6/5/2021,64625,20PNR2VA,FLR24,BB,Individual,04:14.5,3740,16422004,Internal,Archtics,18
252,6/5/2021,64625,20PNR2VA,VIP24,5,Individual,06:57.6,1370,6238956,Internal,Archtics,14
253,6/5/2021,64625,20PNR2VA,VIP24,5,Individual,06:57.6,1370,6238956,Internal,Archtics,18
254,6/5/2021,64625,20PNR2VA,24,8,Individual,06:57.6,820,6238956,Internal,Archtics,6
255,6/5/2021,64625,20PNR2VA,10,14,Individual,06:57.6,450,6238956,Internal,Archtics,6
256,6/5/2021,64625,20PNR2VA,24,9,Individual,06:57.6,820,6238956,Internal,Archtics,2
257,6/5/2021,64625,20PNR2VA,217,2,Group,07:11.2,100,32181583,Internal,Archtics,17
258,6/5/2021,64625,20PNR2VA,114,7,Group,12:07.2,75,12518845,Internal,Archtics,1
259,6/5/2021,64625,20PNR2VA,114,4,Group,06:49.4,75,26643187,Internal,Archtics,1
260,6/5/2021,64625,20PNR2VA,114,4,Group,07:59.2,75,24711630,Internal,Archtics,8
261,6/5/2021,64625,20PNR2VA,114,6,Group,08:09.4,75,18684871,Internal,Archtics,17
262,6/5/2021,64625,20PNR2VA,114,4,Group,08:14.2,75,24872694,Internal,Archtics,5
263,6/7/2021,64626,20PNR2VB,114,4,Group,08:14.2,75,24872694,Internal,Archtics,7
264,6/7/2021,64626,20PNR2VB,114,6,Group,08:23.7,75,21514313,Internal,Archtics,17
265,6/5/2021,64625,20PNR2VA,114,4,Group,08:28.4,75,24711325,Internal,Archtics,4
266,6/5/2021,64625,20PNR2VA,114,5,Group,08:32.2,75,24711408,Internal,Archtics,2
267,6/5/2021,64625,20PNR2VA,114,7,Group,08:40.3,75,24711366,Internal,Archtics,16
268,6/7/2021,64626,20PNR2VB,114,5,Group,08:47.8,75,26643187,Internal,Archtics,8
269,6/5/2021,64625,20PNR2VA,114,6,Group,08:53.7,75,26907857,Internal,Archtics,2
270,6/5/2021,64625,20PNR2VA,24,10,Individual,20:39.1,740,30502401,Internal,Archtics,16
271,6/5/2021,64625,20PNR2VA,215,5,Group,44:40.7,100,32181963,Internal,Archtics,12
272,6/5/2021,64625,20PNR2VA,217,1,Group,25:41.3,100,32058223,Internal,Archtics,15
273,6/5/2021,64625,20PNR2VA,218,6,Group,33:22.7,75,2152512,Internal,Archtics,10
274,6/5/2021,64625,20PNR2VA,217,6,Group,33:22.7,75,2152512,Internal,Archtics,21
